,title,price,link_item,discount,sales,brand,category,revenue
20,"Máy đọc sách Kindle Scribe – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu",11390000,https://tiki.vn/may-doc-sach-kindle-scribe-the-he-dau-tien-co-the-doc-va-viet-man-hinh-10-2-300ppi-den-vang-warmlight-bo-nho-16-64gb-dong-bo-du-lieu-qua-microsoft-word-hang-nhap-khau-p217548686.html?spid=217548688,-13%,3.0,Kindle,maydocsach,34170000.0
21,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,3490000,https://tka.tiki.vn/pixel/pixel?data=Wi6YMvSid0b1tUCV8kuyfK_tqOEMCy3EcAz_dh9t_HCCgan3yJjZzPdg6MRI5Egoikftz23-741yqDcoO4W_vNpMk1Al6YZ6HUu1NV-MHUnsx1aBmribAJ5AKfB7ZMAvhg1RlS-8pPJowNNV3w-5_7HLDFRUrCqgfGQTzpe_8fzoG8yH0jTUfaaQJX9R2FTrEwe6QYMDpLFnfLqFoC6W4-Tq57wfZ8fDOMYBBsEAxV9vK_GuJ3rNqUJr4NWQ7fZibL0irGUcz8bi9XTVS4aMFB1ByHHwWxwJarbHQacbmt17PkebSeLQll41Z9iyTR86nymjS3vKi9uFBFyzjh5VeoZgesCWn1YNFPEUGDiidZRhTXxXXcZYQWJZFn4YHvUkDhOStx2JAtCsrADbpI1W3WXOJ9Q5euxK21BL7oCPx9USaV0D2mUU3XDLFH9oENbLBK8lUjRQkz4xQ00VM-vpgn0baHzfKM07QUZI2kKVRDRHPJ8_hKAg-drr9vZ743iKd1XfFiaCo-r9DafGa9OPJnuw_Jb9Ezzp8KEET8sksartRVIZazwH5ZbSJEMLjtyrfl5FlY-bBgLtou0csH7KRiex4JlcExuSMWFWqqAfOnO3Q4_Z-_INcJBbNvQZHp6EmbSokdYOoEOiMxrJ8ndzT5397xc4lpCVzGNwdbs1_Y2JotrKrfu_YwnXaDDFTct6TeguF0Pu_ioulIEmPN6moSqX7usNOVFssoBa_PgPyJ_FKTIT4xyPIv8rees1J-1FYXrvvb2yHLY7vhWMFkteICLWEVpfdcjgZFmA7iX75kKNUYI7AvQ4y2rdonVSkr5-gDex9Q63km861uZH4mLJ7t7tk1VvqfAaLE9YDvLCsU0ZShMbayDcdZA4XAU9wjTwQuQu7ZXfm0Y9CPOFLwHKkQZVq5LuJrKM1BBvbsZkYqo1CbdIOju7ugDQi8xo4k1OvBGV9ID8J62yUKQ9D2usVgT-nFy3z0rm_fgvJ2KMc1VtA3GHgOWqcZlKkMz1HvYYCx7P2hC2GZzEqkTVRZGtVRikiQGqB9w75OiBw2OdZZzrwox15TLdvMTmRdyKKmIIVmqlm19WE8QbNz0X3VfvyyxwXAiFk6C9tVpMeGIPkXQxArA9dGaFuHwAWTqqHR8&reqid=qGloxPBeRrzan03I&type=CLICK&pos=21,-1%,452.0,Kindle,maydocsach,1577480000.0
22,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng nhập khẩu,3490000,https://tka.tiki.vn/pixel/pixel?data=5gaX_zJwFFzGsiuQLzaBg5zL5b-VfqBhH4PFLFR-eHrZQoWiUVpT5-JHgyGi2aIPo3s3KfHpFO-gBJrd2YceTNlKm1QeAn34sqiZblmEOhuHYWqJ20hF1JB1ldur0fs9l__6MHHax62PbjSVkPHDhPDGPZEZvsykOARyMykG-01C5W5fjScllsG6STItAILbcllUCgvi4iOrjhYRcGI7tSpTpv5z_0A81cX8XfadRHVbmvftiJkMVMzpADRZS7c1t-WSSg3TrJF9hMs_OmfGmxaRlo89vLNMNDzGGKt7M7dtXRXaxp9FgTQkMYg8UOkq9sNuYQmclAMN3Pt_FV8stN92NyOKpjo9_NeBpu1aXhbAz2l5eGZRc6epEZ444EkK3Olx12W0bqAsUrJwXjemmD-aInUFvvifeSLvmRIiqTOSzru50dNTzcwA9uqflcvj2eYpyGThF3s3cqrgPRUKInRLOmUgqoggNA_TLEa2bUulg5fP9k0du_Uofm2T6tSWk3IkcnmF6zWdwyRkruVvEi0VTq73dRWTLeucZ35W4kkvAgaRztjHcZTdiBjgiwVcVCGfJM9ywYMFXzQnlHfUuI8BnMePAQwJuZERi5v6MVK6qCG9vPC8uX5Epbl9N45dk0t_je_4RogEc3_AiBp6b8KAnFuCxnLAVRBWqdF6Xl5WfiNBRNxFCK079rkZvkvr9d4L4J7C8RAYLm5lZEHnS7qrj8LgvTxpzm6Eo1PzgyhtuhjIk0mY7GfF9MEFtNHA3ZqfjfsrC4XUPeDHbo-QTZE_4IWLBvK1l-KU6xZ8O6mTMc_ASqCwhm1TsvLH3sKDXi60ZrByWCZbCZj-iy4dV1rsTo8BpHLiuRDHfWCIVYfMLExL76NWYIDToRt4UcSpwjaA2w97RAs8RpPHI1qpVA_X9uAiKkWqjpqlUNDuTBhrAzzwkGEtAC8bM66BVdEiTf5wKkzNIzEbLj2XeLzfBSs6opGMhgzgeaCi_dcHslKA40HqZ1g-auTrDr5qCJiE0Jt_175j-z7rmWZQdbsKBd3EWdjgydPpEmJvN1v6X6MwB_CEZM8MbCYfkULt3PtsoLgPYgqn_-x1WcE4xYpRZvBH4Ls820yVK8BjwfE8kQ&reqid=qGloxPBeRrzan03I&type=CLICK&pos=22,,1300.0,Kindle,maydocsach,4537000000.0
23,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,5750000,https://tiki.vn/may-doc-sach-all-new-kindle-oasis-3-hang-nhap-khau-p173387789.html?spid=217289744,,56.0,Kindle,maydocsach,322000000.0
24,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th) KIDS EDITTION (KHÔNG QUẢNG CÁO) và Bao da - Hàng chính hãng,4064300,https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-kids-edittion-khong-quang-cao-va-bao-da-hang-chinh-hang-p271530789.html?spid=271130591,,5.0,Kindle,maydocsach,20321500.0
25,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng nhập khẩu,2690000,https://tiki.vn/may-doc-sach-new-kindle-11th-2022-16gb-hang-nhap-khau-p242434782.html?spid=242434787,,47.0,Kindle,maydocsach,126430000.0
26,Máy đọc sách New Kindle Kids 11th 2022 Kèm bao da - 16Gb - Hàng nhập khẩu,2950000,https://tiki.vn/may-doc-sach-new-kindle-11th-2022-kem-bao-da-16gb-hang-nhap-khau-p226946394.html?spid=226946403,,12.0,Kindle,maydocsach,35400000.0
27,Máy đọc sách New Kindle 11th 2022 (Kids) kèm bao da - Hàng Chính Hãng,2990000,https://tiki.vn/may-doc-sach-new-kindle-11th-2022-kids-kem-bao-da-hang-chinh-hang-p248766283.html?spid=248766284,,18.0,Kindle,maydocsach,53820000.0
28,Máy đọc sách Kindle PaperWhite Gen 4 (10th) - Bản 8GB - Hàng chính hãng,2999000,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-4-10th-ban-8gb-2019-hang-chinh-hang-p6597807.html?spid=8073155,,368.0,Kindle,maydocsach,1103632000.0
29,"Máy đọc sách Kindle 2022 (11th) - All new kindle 2022 11th màn hình 6inch 300PPI gấp 2 lần độ sắc nét, 16GB bộ nhớ trong với cổng kết nối USB-C - Hàng nhập khẩu",2300000,https://tiki.vn/may-doc-sach-kindle-2022-all-new-kindle-2022-11th-man-hinh-6inch-300ppi-gap-2-do-sac-net-16gb-bo-nho-trong-voi-cong-ket-noi-usb-c-p209872337.html?spid=273651362,,1.0,Kindle,maydocsach,2300000.0
30,Máy đọc sách Kindle Scribe - Hàng nhập khẩu,12590000,https://tiki.vn/may-doc-sach-kindle-scribe-hang-nhap-khau-p217640502.html?spid=217640508,,5.0,Kindle,maydocsach,62950000.0
31,"Máy đọc sách Kindle Paperwhite 5 (11th) Kindle PPW5, màn hình eink, 6.8 inch 300PPI, Darkmode, chống nước, có đèn vàng warmlight - Hàng nhập khẩu",2800000,https://tiki.vn/may-doc-sach-kindle-paperwhite-5-11th-kindle-ppw5-man-hinh-eink-6-8-inch-300ppi-darkmode-chong-nuoc-co-den-vang-warmlight-p246971535.html?spid=250334699,,10.0,Kindle,maydocsach,28000000.0
32,"Máy tính bảng Kindle Fire MAX 11, màn hình 11 inch, RAM 4GB, CPU Octa-core 2.2Ghz, bộ nhớ 64/128GB - Hàng chính hãng",5300000,https://tiki.vn/may-tinh-bang-kindle-fire-max-11-man-hinh-11-inch-ram-4gb-cpu-octa-core-2-2ghz-bo-nho-64-128gb-hang-chinh-hang-p271329051.html?spid=271329053,,4.0,Kindle,maydocsach,21200000.0
33,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - 16Gb và Bao da - Hàng nhập khẩu,3830000,https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-16gb-va-bao-da-hang-nhap-khau-p217645692.html?spid=217645700,,7.0,Kindle,maydocsach,26810000.0
34,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng nhập khẩu",3790000,https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-for-kids-ban-kids-khong-quang-cao-hang-nhap-khau-p271362153.html?spid=271362159,,3.0,Kindle,maydocsach,11370000.0
35,"Máy tính bảng Kindle Fire HD8 2022 (Fire HD 8 12th) - Màn hình 8inch HD, RAM 2GB, CPU Hexa-core 2.0 GHz, CÀI ĐƯỢC CH PLAY- Hàng nhập khẩu",1990000,https://tiki.vn/may-tinh-bang-kindle-fire-hd8-2022-man-hinh-8inch-hd-ram-2gb-cpu-hexa-core-2-0-ghz-cai-duoc-ch-play-hang-nhap-khau-p217505430.html?spid=243218184,,2.0,Kindle,maydocsach,3980000.0
36,Máy Đọc Sách Kindle Paperwhite Gen 10 - Hàng Nhập Khẩu,2999000,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-10-2019-hang-nhap-khau-p40639597.html?spid=7198751,,383.0,Kindle,maydocsach,1148617000.0
37,Máy Đọc Sách Kindle Oasis (10th Gen) 2019- 8GB - Hàng Chính Hãng,5690000,https://tiki.vn/may-doc-sach-kindle-oasis-10th-generation-8gb-hang-chinh-hang-p25949745.html?spid=243422140,,,Kindle,maydocsach,
38,"Máy đọc sách Kindle Paperwhite Gen 4 10th màn hình 6 inch 300PPI, wifi, bluetooth, chống nước IPX8 - Hàng nhập khẩu",2790000,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-4-10th-man-hinh-6-inch-300ppi-wifi-bluetooth-chong-nuoc-ipx8-hang-nhap-khau-p191350420.html?spid=191350424,,72.0,Kindle,maydocsach,200880000.0
39,Máy đọc sách Kindle 2022 (11th) Kids Edition kèm bao da chính hãng và tài khoản Free Kid+ 1 năm - Hàng nhập khẩu,2990000,https://tiki.vn/may-doc-sach-kindle-2022-11th-kids-edition-kem-bao-da-chinh-hang-va-tai-khoan-free-kid-1-nam-p247427990.html?spid=247427994,,1.0,Kindle,maydocsach,2990000.0
40,Máy đọc sách kindle 2022 11th - hàng chính hãng,2690000,https://tiki.vn/may-doc-sach-kindle-2022-11th-hang-chinh-hang-p262706645.html?spid=262706649,,,Kindle,maydocsach,
41,"Máy tính bảng Kindle Fire HD8 PLUS 2022 (Fire HD 8 12th) - Màn hình 8inch HD, RAM 3GB, CPU Hexa-core 2.0 GHz, CÀI ĐƯỢC CH PLAY- Hàng nhập khẩu",2762100,https://tiki.vn/may-tinh-bang-kindle-fire-hd8-plus-2022-man-hinh-8inch-hd-ram-3gb-cpu-hexa-core-2-0-ghz-cai-duoc-ch-play-hang-nhap-khau-p217505504.html?spid=217505506,,3.0,Kindle,maydocsach,8286300.0
42,Máy đọc sách Kindle Oasis 3 10th - Hàng nhập khẩu,5922100,https://tiki.vn/may-doc-sach-kindle-oasis-3-10th-hang-nhap-khau-p221518066.html?spid=221518070,,1.0,Kindle,maydocsach,5922100.0
43,"Combo Máy đọc sách Kindle Scribe kèm bút – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu",11276100,https://tiki.vn/combo-may-doc-sach-kindle-scribe-kem-but-the-he-dau-tien-co-the-doc-va-viet-man-hinh-10-2-300ppi-den-vang-warmlight-bo-nho-16-64gb-dong-bo-du-lieu-qua-microsoft-word-hang-nhap-khau-p273227290.html?spid=273227336,,,Kindle,maydocsach,
44,"Máy đọc sách Kindle 2022 11th (Kindle basic 2022) có đèn nền 6inch 300PPI, Bluetooth, Audible, dung lượng 16GB - Hàng chính hãng",2300000,https://tiki.vn/may-doc-sach-kindle-2022-11th-kindle-basic-2022-co-den-nen-6inch-300ppi-bluetooth-audible-dung-luong-16gb-p246770532.html?spid=273651354,,11.0,Kindle,maydocsach,25300000.0
45,Máy đọc sách Kobo Libra 2 - hàng nhập khẩu,5099000,https://tiki.vn/may-doc-sach-kobo-libra-2-p139632023.html?spid=139632025,-12%,137.0,Kobo,maydocsach,698563000.0
46,Máy đọc sách Kobo Clara - Hàng Chính Hãng,2925000,https://tiki.vn/may-doc-sach-kobo-clara-hang-chinh-hang-p270794184.html?spid=137948561,-8%,40.0,Kobo,maydocsach,117000000.0
47,"Máy đọc sách Kobo Clara HD 8GB đen, 6 inch, có đèn cam - Hàng nhập khẩu",3099000,https://tiki.vn/may-doc-sach-kobo-clara-8gb-den-6-inch-co-den-cam-hang-nhap-khau-p72290345.html?spid=77874198,,20.0,Kobo,maydocsach,61980000.0
48,Máy đọc sách Kobo Elipsa - Hàng nhập khẩu,12000000,https://tiki.vn/may-doc-sach-kobo-elipsa-p118486668.html?spid=118486669,,2.0,Kobo,maydocsach,24000000.0
49,Máy Đọc Sách Kobo Forma - bản 8GB- Hàng Nhập Khẩu,6390000,https://tiki.vn/may-doc-sach-kobo-forma-ban-8gb-hang-nhap-khau-p48324874.html?spid=126245023,,7.0,Kobo,maydocsach,44730000.0
50,"Máy đọc sách Kobo Libra H20 8GB Trắng/Đen có đèn nền vàng, chống nước - Hàng nhập khẩu",4499000,https://tiki.vn/may-doc-sach-kobo-libra-h20-8gb-trang-den-co-den-nen-vang-chong-nuoc-hang-nhap-khau-p74776150.html?spid=78513624,,10.0,Kobo,maydocsach,44990000.0
51,Máy đọc sách Kobo Sage - hàng nhập khẩu,7990000,https://tiki.vn/may-doc-sach-kobo-sage-hang-nhap-khau-p140940220.html?spid=140940221,,23.0,Kobo,maydocsach,183770000.0
52,Máy đọc sách Kobo Nia - Hàng nhập khẩu,2680000,https://tiki.vn/may-doc-sach-kobo-nia-p148701811.html?spid=148701812,,,Kobo,maydocsach,
53,Máy Đọc Sách Likebook P10 - Hàng chính hãng,9090000,https://tiki.vn/may-doc-sach-likebook-p10-hang-chinh-hang-p91281318.html?spid=91281319,,6.0,Likebook,maydocsach,54540000.0
54,Máy đọc sách Boox Page - Hàng Chính Hãng,6700000,https://tiki.vn/may-doc-sach-boox-page-hang-chinh-hang-p263798932.html?spid=263798960,-16%,19.0,Onyx Boox,maydocsach,127300000.0
55,Máy đọc sách Boox Palma - Hàng Chính Hãng,7200000,https://tiki.vn/may-doc-sach-boox-palma-hang-chinh-hang-p272222033.html?spid=272222705,-16%,14.0,Onyx Boox,maydocsach,100800000.0
56,Máy đọc sách Boox Leaf 2 - Hàng Chính Hãng,5670000,https://tiki.vn/may-doc-sach-boox-leaf-2-hang-chinh-hang-p209389809.html?spid=209389813,-10%,159.0,Onyx Boox,maydocsach,901530000.0
57,Máy Đọc Sách BOOX Tab Mini C - Hàng Chính Hãng,12050000,https://tiki.vn/may-doc-sach-boox-tab-mini-c-hang-chinh-hang-p270707514.html?spid=270707515,-7%,11.0,Onyx Boox,maydocsach,132550000.0
58,Máy đọc sách Boox Note Air 3 C - Hàng Chính Hãng,13920000,https://tiki.vn/may-doc-sach-boox-note-air-3-c-hang-chinh-hang-p273175604.html?spid=273175605,-13%,5.0,Onyx Boox,maydocsach,69600000.0
59,Máy đọc sách Note Air 2 Plus - Hàng Chính Hãng,12590000,https://tiki.vn/may-doc-sach-note-air-2-plus-hang-chinh-hang-p202640583.html?spid=202640584,-10%,24.0,Onyx Boox,maydocsach,302160000.0
60,Máy đọc sách BOOX Tab Ultra - Hàng Chính Hãng,14650000,https://tiki.vn/may-doc-sach-boox-tab-ultra-hang-chinh-hang-p225938665.html?spid=225938670,-8%,2.0,Onyx Boox,maydocsach,29300000.0
61,Máy đọc sách Onyx Boox Nova Air - Hàng chính hãng,9860000,https://tiki.vn/may-doc-sach-onyx-boox-nova-air-hang-chinh-hang-p185755283.html?spid=185755288,,1.0,Onyx Boox,maydocsach,9860000.0
