,title,price,link_item,index,discount,sales,Unnamed: 0
23,Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,7.250.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p249151803.html?spid=249151809,24,-31%,Đã bán 13,23.0
24,Điện thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng chính hãng,3.058.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-128gb-hang-chinh-hang-p273411607.html?spid=273411615,25,-17%,Đã bán 7,24.0
25,Điện Thoại Samsung Galaxy Z Flip5 5G - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,17.500.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip5-5g-8gb-512gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p271152577.html?spid=271152583,26,-41%,Đã bán 1,25.0
26,Điện Thoại Samsung M34 5G 8GB/128GB - Hàng Chính Hãng,6.289.000₫,https://tiki.vn/dien-thoai-samsung-m34-5g-8gb-128gb-hang-chinh-hang-p272323566.html?spid=272323568,27,-21%,Đã bán 1,26.0
27,Điện Thoại Samsung A04 3GB/32GB - Hàng Chính Hãng,2.149.000₫,https://tiki.vn/dien-thoai-samsung-a04-3gb-32gb-hang-chinh-hang-p203278278.html?spid=203278284,28,-28%,Đã bán 53,27.0
28,Điện Thoại Samsung A14 4GB/128GB - Hàng Chính Hãng,3.672.000₫,https://tiki.vn/dien-thoai-samsung-a14-4gb-128gb-hang-chinh-hang-p244303202.html?spid=248792304,29,-31%,Đã bán 2,28.0
29,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,5.849.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-hang-chinh-hang-p248929458.html?spid=248929462,30,-42%,Đã bán 1,29.0
30,Điện Thoại Samsung Galaxy A14 (4GB/128GB) - Hàng Chính Hãng,3.672.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a14-4gb-128gb-hang-chinh-hang-p248704404.html?spid=248792311,31,-23%,Đã bán 1,30.0
31,Điện thoại Samsung Galaxy Z Flip 4 (8GB/256GB),14.990.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-8gb-256gb-hang-chinh-hang-p194037967.html?spid=194037971,32,-24%,Đã bán 97,31.0
32,Điện thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3.069.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-64gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p263274580.html?spid=273370170,33,-30%,Đã bán 2,32.0
33,Điện thoại Samsung Galaxy S23 Ultra 5G (12GB/512GB),33.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-8gb-512gb-hang-chinh-hang-p216175253.html?spid=217089539,34,-10%,,33.0
34,Điện thoại Samsung Galaxy A23 5G 4GB/128GB Đen - Hàng chính hãng,4.580.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a23-5g-4gb-128gb-den-hang-chinh-hang-p273244815.html?spid=273244816,35,-33%,Đã bán 1,34.0
35,Điện thoại Samsung Galaxy Z Flip 4 (8GB/128GB),20.250.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-8gb-128gb-hang-chinh-hang-p194034217.html?spid=205113140,36,,,35.0
36,Điện Thoại Samsung Galaxy S23 Ultra 5G (12GB/512GB) - Hàng Chính Hãng,25.890.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-12gb-512gb-hang-chinh-hang-p225920758.html?spid=225920768,37,,Đã bán 1,36.0
37,Điện Thoại Samsung Galaxy S20 FE 256GB | 8GB - Hàng Chính Hãng,8.625.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-256gb-8gb-hang-chinh-hang-p175967811.html?spid=196284376,38,,Đã bán 2,37.0
38,Điện thoại Samsung Galaxy A54 5G (8GB/256gb) - Hàng chính hãng,10.790.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a54-8gb-256gb-hang-chinh-hang-p247731336.html?spid=248783902,39,,,38.0
39,Điện thoại Samsung Galaxy S23 Ultra 5G (12GB/1TB) - Hàng chính hãng,42.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-12gb-1tb-hang-chinh-hang-p216175761.html?spid=217088763,40,,,39.0
40,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,2.789.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-p272270730.html?spid=273174234,41,,,40.0
41,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,7.164.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-hang-chinh-hang-p247730209.html?spid=248784132,42,,Đã bán 2,41.0
42,Điện thoại Samsung Galaxy S23 5G 8GB/128GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,15.300.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-5g-8gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p225271277.html?spid=225271283,43,,,42.0
43,Điện thoại Samsung Galaxy S23 Plus 5G (8GB/256GB),16.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-5g-8gb-256gb-hang-chinh-hang-p216174231.html?spid=217089349,44,,Đã bán 1,43.0
44,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,2.600.000₫,https://tka.tiki.vn/pixel/pixel?data=ScJ48aWxcllnUoNs4zT2bsPNJxKuQgDATBN5lbgSskyPr4FOqLTIsGHYqqAOk11FpGihLmChnOdBRXWv2y1fIZZUMIGyMe75dEx1z8ZexbjMk4mq2ayYgDJWb4PXDblcCmqYJerTLrsZ8jQAiO-OiAm4PAPW7YYYq_mx5nwm6fxxSbTWON4hnACCxg9xUWIRjlk8OTvcOxbFir24RfjOVEL1pUB6V-e93odEncNQRhqN1pG9tMekh9ssK0hRRlvLkA1L5Y3Hc_lo8nBrBT4ixrwXFNP4oWVMH0COawo0FU3Ofl7h7Ekf9jAod8J4UW8i4eeGfaAu8mUtQKZcUmoXYt0LBjG5TZ8lmc1PPxSpkqW2OARqADH6_dB1NO2hgo8HkviLYhSK3N0bvoZg1tGUJm9pnoGtuw37AaEIDSX3wY7D5BbmR1iTNQli-wr4RUuP7PADJQ5IUG9iL9ZauT0BqN1vxnl7y8cH3zJIyPudFdH99yVimwsE1IjFqcuL4wgJBzb2pwhS6YPTHsfDhm9RKvN7QKov9Wd1qthcFOLlziUr_25IHxJWde2cAZXyz11M1A4CohJuMOU5Vr_6wR44xme5iYWRJCI1Heb6IZtN7dNStlB2RItJzgK2BYXLVdZjhqhnJvm62I26oFgjGSG07LoNbz3uJf5b_mmJ28gSGcMrSK_2CmxVKKCeF6ijYkuKaPqtO41_hbxQLIlJWCXZCJm6DwsJyypFMegT9caftqYpV9RbC6F6OkwLg0MM-TbdsMtpKBjIG0OYLRVpHySCEpmwRZGUpgWwedidLW3_nsZdxHvTxOMg_2BCixhGLnOFZzRlBeGexd0l7vPloUlTZ5a32HhqZ_ubvBXxs21TPmBkjm9P7dK56QlCLKWiM2Z4pNVo0CMyb47Z3A1qZ7hFniq214m3-Dwhg7TYJrlUGSRBCBeewBaL-DCdKCOOQ3uDA5QgF74d8nY41v7fbcFKZdsQvPl4VWV-uoCCK1uchBI2a0wGrEUMT_jmJCoKRR_eQ-GlqNP2OIM1T__b84-FhVYj3yI2XlM19qwjRk_BpgNgAw8XhTMJ&reqid=ZAHbIRrVKL0T40AV&type=CLICK&pos=41,1,-16%,Đã bán 1,0.0
45,Điện thoại Samsung Galaxy Z Flip 4 (8GB/256GB),14.990.000₫,https://tka.tiki.vn/pixel/pixel?data=4R7nZ-vl3cNeD9fiu_YE2rClUoh1aDSeJcQX01e0ddfvbwzr4DWOPTbYTrTrNq_bWYAd5TIwYTNPLyP2MiMd23iYJJBxYxjEpEwuoBtcWvi5zPGz1ckOplVyd9x3IxAKMoLLuXL0RbnPBw-t9kbjVGwrHXwdF9AIaax-BNBXJh53gUqfj7l9BBhe6AWY-EYOrTNj6uz7QXZ5OFD1zaymfJDwFS1cM6trhgJ0o1caWVQ-PihY1MMauqS1RVa2ckRuoxyR6VnKVg_rUA_CHyOgXw17ZDLZqZfWrh_sxuqYlk1WP3J9EAnDn8X26IO_t_0VyZ70-8SR67RVAmM3myqhBlzcFuCcx9S1lFhDB5-3kCLZOwByJAOzzKllBSkGX-NFblyqryjtNA8cobYcfi1-U4I6khLhTZmCGwvAAu3lMV6egslPlVOplrHlevGGToRoa3RlLMTQFCtvzlx2ohBth4166dJxMOGCL5xSHCLm03LrVMYfeEt9UNN9BSy4BXvTbDpRC1qG4XZXNwtIvYh9spxQaADEQ0dJREL9Srsgz0Qacqr-SY3WKQ5nGwnDik-CTytS1DWR_z1GJAEUolsNAZIg5LO_RFt0_LYn1UgfXmzP1nhG-pzTK_mJQeBx1ztyezQUpy0KRmDJWVQ7H2UtH-dIa5Z-LXkPlVpTma8oUOtHFbpcCjqmq6mzUeXcbU1sCP_4O7AkkG53eRDgqgIxQE25U33dmXcNNDld4URRw3oX-On61axh9HSN8CAUkfzjAq3dWAzUz_F5TyIjbvDfwYnKSrJgA3JhqfajLb8bU1bMQe6dhcWFpwuJ6eRIGuDSEMjovJjz1Tmdfo6pg_EtxFY3Lwx4_m4wj8erAo5WP8Tgo6mxXnNEWDUwtZ66YkdFqlTMQMv37AWrDhx-M8LkR3t6elRZeSxxeDakW6UXoD-AERStNH5HRWEaIudWrcmosfhZaI_FM-dsy2sSaI4KR9gXAXfG1rkZP09QFJWBinCEVIBB7VCiQnmVYYiZDqEy5gu5c7xumYMi7AiZYo3CYCDUMnRjqdDvJpti&reqid=ZAHbIRrVKL0T40AV&type=CLICK&pos=42,2,-42%,Đã bán 97,1.0
46,Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,7.250.000₫,https://tka.tiki.vn/pixel/pixel?data=EBV9lUrS8huxu3vcmS6-uZwruALKFMugUNB_M4oRMZMRurPZBhjznzTF7hJ5Fo7OkMsfgyzkYip2N5nQlWUmT_gce8fpHtcW-qTvD2OQnJfNk6dGy_37oPUgRxHDuO4UhiWmJbH6teaC3ttXNfota5lCf58c1DhCMtkfgHKkRkEEJI7H5AEHuhIKGgAw-f6J7vmqd1tpxp0_bJ95M41hC4mIKFIBi93NgETVDsFt5l-_rTsSi1n403jW2WqcNyozUJJdk9Uhv7mY0dtytn4Cqn1OyvKWYeF9x0TF9jgJNJjXxIsPANWVDaqRGpFb3AOASmd41ijVWqbuCP_yt0_J2PKBKxcXtSVAlDxkM8PshbL7oB8TDK6y5a52ZrOgB62s-OGH-cRWikSqhwUfnQeaA4P26M-FEBd5Z7f7Ws7HTOByb0_TbSfYMW-pv4i3xJEA2VRtj0sLB_tmakWP5YQ2_64e1yhP1tDDdkqc3RmByXibVOfQQbVSufOSu21ikA6SJSyGFG8wtLOoUjoazRb4WmIwnIbKBJNWv0osKvlQ6sAevaQYGxDLwF33MP-QyEUPl9lUd9hn0bF-kzXrJd2wmXQFBRj1zoNrbPmN40C1p8eePPnS0vmFnOQH9StpUjVquqWfs7LNZJpx2NucSdILh9SHq4WrULgXkIGTWtjB_DD9pGSSmE7gtwdKXxKpQKhPzgpAk74xDrK8kz3O5thlIwRHnylEdNow5L_ljrKZS-AyAU9VCzDMmeY8_TM1yNEQc3eiG_1dLH35mvd_fW4R2ImOydX7EOMDc8FxpgdMIOkciyi0CvL22SNEL7ApLm2jvzFCGu9bl4AKJtaiVFfM05fq6xfXXGGU9qRGdsLHuMkCbssnzfbsDT1ZUnD9bmo8mfVd5_fk9YmSufDMCkRIpJ8m1eLlG1nin-TaNE6AdxZOj3ERpxCdrbmCjb8VdOpSf4NiHq8s1xFTMC2SC0nEhNqxTmylpJA_PRoJ-6uIG0VSbj5O-rMSU2_-Z_UNQzXXDgwz1lULZsuMTXCou9kgua5sOBx1oRmvEfM-GzjLtJaenQ4ELqIlxHdYF5ZS&reqid=ZAHbIRrVKL0T40AV&type=CLICK&pos=43,3,-31%,Đã bán 13,2.0
47,Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8.390.000₫,https://tka.tiki.vn/pixel/pixel?data=r4jXqbGEd_SwDsUOez8fysQPy9dMe1GHI6wtED_zFsWh4K_ueVh-wfbzUFXU3XQsi3DEf_rF78FWDbOOYhblTz2S8DSZhyif7tp0BB0vtbIi6kpZoZtWcpaILsbxLGCqoqni9gwmOYeR9qpWDoeakgrNOZm_6FoDPB1XnDsZNzXqW9zFnwtUGhac9Crzt6JKLbIlrvZOMgKCTQC7INdm5DSsSN-4uDdMdZMhOCuH0XdOGyXK1HX1OjJJexyUgxJd3ttp6DHFRa-TPAX-Wq6MIIlbuGup2j9wTbh9uEjwbkOgF5CJNn6adBpk-yxA7JeM4GWSK1DHGHvdYyb7sgcaTO97af837QDyK_ZN0ipguvr-eftWbX3oNCbjZsW_2dIFs_rc-xAmpHM99AWghLrxTIq_1e23BOknBfLdu_1LScA2WeJlBKUMimdKsyqLESxeRFlwi6bafunTJLLLEjiVDSyqZXgzAQ-2WYkZvXxQlEu3sQu8ndD_pktYTfsGTpTu5GoK0m4aI4Xd_EI604vv1zqqUDfJYAtIJ2Uw7Jx2ClEsGenLsD7JUnWbi0skPTofZmqe9fxl-EnU0vL4596ezC44ekzvkgNyuqwo7rM7H24MbKPUObDMcb_l1lPIar7JDvcGd01g9IJ8TgM4bz-fpMxdUGqkTDxcGo-Yh40upj7KPn2eut4Ocz4D4ORPRMkAoYBojD9akgN7qSSAfg5I26ne5a-NA_ZhMU8cJlNYJ9aWTDp4QQr_Xrwe3_AqoDXk-7qAuOAY5XdiUq4ehYZh2JOTvC1pHBVrI1F5sFD80WX2rzYBU6h63-z_Nchiw2AIJkL2vDbbGHVlNhARMeOelG1qunRkswvxDdDMEjSBv9PoCnVUrD-4CweTTqL5Hs8Uambum7pQx51Beu1DwFFDp9PgfBZjDHfc9WMSut71Yjk4RnW0u7o-qb8gDEr7xzzSDBHjgrUbrFVPIWaF9YsKAE_FKM69i_oSeZgorUHO3bgbN5f1Vw5jD-ARpLni_AmBiJOgKL50C1lyKgJ245VWYCMSbN8hMF-IPxrRsuTr7poI_8i7yl9uml0uAzUl&reqid=ZAHbIRrVKL0T40AV&type=CLICK&pos=44,4,-27%,Đã bán 4,3.0
48,Điện thoại Samsung Galaxy S23 Plus 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,16.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p225298417.html?spid=225961870,5,-28%,,4.0
49,Điện thoại Samsung Galaxy A14 (4GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,3.672.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a14-4gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p247925719.html?spid=248792322,6,-11%,Đã bán 2,5.0
50,Điện Thoại Di Động Samsung Galaxy A33 (5G) 6GB | 128GB - Hàng Chính Hãng,7.000.000₫,https://tiki.vn/dien-thoai-di-dong-samsung-galaxy-a33-5g-6gb-128gb-hang-chinh-hang-p179753588.html?spid=207923879,7,-23%,,6.0
51,Điện thoại Samsung Galaxy S23 Ultra 12GB/512GB Xanh lục - Hàng chính hãng,34.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-12gb-512gb-xanh-luc-hang-chinh-hang-p225234424.html?spid=225961882,8,-25%,,7.0
52,Điện thoại Samsung Galaxy S23 Ultra 5G (8GB/256GB),27.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-8gb-256gb-hang-chinh-hang-p216174917.html?spid=217088027,9,-30%,Đã bán 1,8.0
53,Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,9.120.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-p247730281.html?spid=248783910,10,-24%,,9.0
54,Điện Thoại Samsung Galaxy A34 5G - Hàng Chính Hãng,7.164.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-hang-chinh-hang-p262516014.html?spid=262516020,11,-16%,,10.0
55,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/128GB),19.980.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s22-plus-5g-8gb-128gb-hang-chinh-hang-p162583902.html?spid=196284523,12,-25%,,11.0
56,Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,2.150.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p212040697.html?spid=212040699,13,-29%,Đã bán 35,12.0
57,Điện thoại Samsung Galaxy M14 5G (4GB/128GB) - Hàng chính hãng,3.560.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-128gb-hang-chinh-hang-p273411606.html?spid=273411614,14,-31%,,13.0
58,Điện Thoại Samsung Galaxy A14 (6GB/128GB) - Hàng Chính Hãng,3.850.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a14-6gb-128gb-hang-chinh-hang-p261946899.html?spid=273371226,15,-10%,,14.0
59,Điện Thoại Samsung Galaxy Z Fold5 5G - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,33.900.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold5-5g-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p271163328.html?spid=271163330,16,-41%,,15.0
60,Điện thoại Samsung Galaxy S23 Ultra 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,22.490.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p225263865.html?spid=225263869,17,-16%,Đã bán 3,16.0
61,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/256GB),21.480.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s22-plus-5g-8gb-256gb-hang-chinh-hang-p162583980.html?spid=196285903,18,,Đã bán 1,17.0
62,Điện Thoại Samsung Galaxy S20 FE 8GB/256GB - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,8.625.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p212926651.html?spid=248914122,19,,,18.0
63,Điện thoại Samsung Galaxy A23 5G 4GB/128GB Xanh - Hàng chính hãng,4.580.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a23-5g-4gb-128gb-xanh-hang-chinh-hang-p273244775.html?spid=273244776,20,,,19.0
64,Điện Thoại Samsung Galaxy M14 5G - Hàng Chính Hãng,4.212.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-hang-chinh-hang-p253443652.html?spid=253443662,21,,,20.0
65,Điện thoại Samsung S22 Plus 8GB/128GB Đen - Hàng Chính Hãng,15.990.000₫,https://tiki.vn/dien-thoai-samsung-s22-plus-8gb-128gb-den-hang-chinh-hang-p188044095.html?spid=208497061,22,,,21.0
66,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,2.600.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p272392928.html?spid=272392932,23,,Đã bán 1,22.0
67,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,3.233.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p272273680.html?spid=273364804,24,,,23.0
68,Điện Thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng Chính Hãng,6.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-64gb-hang-chinh-hang-p253443788.html?spid=253443792,25,,,24.0
69,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,6.490.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a24-6gb-128gb-hang-chinh-hang-p262660017.html?spid=262660021,26,,,25.0
70,Điện Thoại Samsung A04s 4GB/64GB - Hàng Chính Hãng,2.839.000₫,https://tiki.vn/dien-thoai-samsung-a04s-4gb-64gb-hang-chinh-hang-p197966909.html?spid=197966913,27,,Đã bán 79,26.0
71,Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Đen - Hàng Chính Hãng (chỉ giao HN và một số khu vực),2.400.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3g-32g-sm-a045f-den-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p207268158.html?spid=225919266,28,,,27.0
72,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/512GB) - Hàng chính hãng,42.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold4-5g-12gb-512gb-hang-chinh-hang-p196197861.html?spid=208497346,29,,,28.0
73,Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Kem - Hàng chính hãng,38.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-5g-256gb-kem-hang-chinh-hang-p193206432.html?spid=212606790,30,,,29.0
74,Điện Thoại Samsung A04e 3GB/32GB - Hàng Chính Hãng,2.060.000₫,https://tiki.vn/dien-thoai-samsung-a04e-3gb-32gb-hang-chinh-hang-p242771940.html?spid=242771950,31,,,30.0
75,Điện thoại Samsung Galaxy A04 (3GB / 32GB) - Hàng chính hãng - Mới 100% Nguyên Seal - Pin Khủng 5000 mAh - Bảo Hành 12 Tháng,2.400.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-moi-100-nguyen-seal-pin-khung-5000-mah-bao-hanh-12-thang-p213931247.html?spid=216738422,32,,,31.0
76,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,2.789.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-p272238679.html?spid=272238681,33,,Đã bán 2,32.0
77,Điện Thoại Samsung M14 5G 6GB/128GB - Hàng Chính Hãng,5.292.000₫,https://tiki.vn/dien-thoai-samsung-m14-5g-6gb-128gb-hang-chinh-hang-p253395356.html?spid=253425512,34,,,33.0
78,Điện Thoại Samsung Galaxy A54 5G - Hàng Chính Hãng,9.120.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-hang-chinh-hang-p262516933.html?spid=262516951,35,,,34.0
79,Điện thoại Samsung Galaxy S23 Plus 5G (8GB/512GB),28.191.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-5g-8gb-512gb-hang-chinh-hang-p216174672.html?spid=217089537,36,,,35.0
80,Điện thoại Samsung Galaxy S23 Plus 8GB/256GB Tím - Hàng chính hãng,16.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-8gb-256gb-tim-hang-chinh-hang-p225243333.html?spid=225961869,37,,,36.0
81,Điện thoại Samsung Galaxy S23 Ultra 512GB - Hàng chính hãng,36.990.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-512gb-hang-chinh-hang-p242712931.html?spid=242712939,38,,,37.0
82,Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,17.639.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip5-8gb-512gb-hang-chinh-hang-p271134741.html?spid=271134747,39,,,38.0
83,Điện Thoại Samsung Galaxy Z Fold 4 (12GB/256GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,38.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-12gb-256gb-da-kich-hoat-dien-tu-hang-chinh-hang-p195977553.html?spid=216984326,40,,Đã bán 1,39.0
84,Điện thoại Samsung Galaxy A05 (4GB/128GB)- Helio G85 - Sạc nhanh 25W - Hàng chính hãng,2.596.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-p273438458.html?spid=273438460,41,,,40.0
85,Điện thoại Samsung Galaxy A24 (6GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,6.084.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a24-6gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p262589811.html?spid=270541807,42,,,41.0
86,Điện Thoại Samsung Galaxy A24 (8GB/128GB) - Hàng Chính Hãng,6.084.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a24-8gb-128gb-hang-chinh-hang-p270544863.html?spid=270636866,43,,,42.0
87,Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính Hãng,5.000.000₫,https://tiki.vn/dien-thoai-samsung-a14-5g-4gb-128gb-hang-chinh-hang-p215617756.html?spid=215772279,44,,,43.0
88,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,3.449.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p272241346.html?spid=272241350,1,-14%,,0.0
89,Điện Thoại Samsung Galaxy A05s (4GB/128GB) - Hàng Chính Hãng,3.980.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p273029857.html?spid=273550765,2,-19%,,1.0
90,Điện Thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng,30.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-hang-chinh-hang-p225961272.html?spid=225961274,3,-29%,,2.0
91,Điện Thoại Samsung Galaxy M14 5G (6GB/128GB) - Hàng Chính Hãng,5.292.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-6gb-128gb-hang-chinh-hang-p253443951.html?spid=253443957,4,-27%,,3.0
92,Điện thoại Samsung A33 5G 6GB/128GB Trắng - Hàng Chính Hãng,7.000.000₫,https://tiki.vn/dien-thoai-samsung-a33-5g-6gb-128gb-trang-hang-chinh-hang-p188834734.html?spid=196285515,5,-29%,,4.0
93,Điện Thoại Samsung Galaxy Z Fold 4 - Hàng Chính Hãng,38.531.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-hang-chinh-hang-p197605784.html?spid=252533900,6,,,5.0
94,Điện Thoại Samsung Galaxy M14 5G (4GB/128GB) - Hàng Chính Hãng,4.212.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-128gb-hang-chinh-hang-p253443894.html?spid=253443902,7,,Đã bán 1,6.0
95,Điện thoại Samsung Galaxy S23 Ultra 12GB/1TB Tím - Hàng chính hãng,42.000.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-12gb-1tb-tim-hang-chinh-hang-p225235791.html?spid=225961883,8,,,7.0
